Institute,Branch Name,Quota,Category,Seat Pool,Rank,Percentile,Round No,University
MIT Alandi,Civil,HU,NT3,Gender-Neutral,116705,34.1365462,1,SPPU
MIT Alandi,Civil,HU,VJ,Gender-Neutral,87349,58.0840122,1,SPPU
MIT Alandi,CS,HU,OPEN,Gender-Neutral,10704,95.8529269,1,SPPU
MIT Alandi,CS,HU,OBC,Gender-Neutral,11742,95.3905345,1,SPPU
MIT Alandi,CS,HU,SC,Gender-Neutral,20025,91.889263,1,SPPU
MIT Alandi,CS,HU,ST,Gender-Neutral,59707,73.642653,1,SPPU
MIT Alandi,CS,HU,NT1,Gender-Neutral,16172,93.5395473,1,SPPU
MIT Alandi,CS,HU,NT2,Gender-Neutral,12683,95.0617284,1,SPPU
MIT Alandi,CS,HU,NT3,Gender-Neutral,12460,95.1011675,1,SPPU
MIT Alandi,CS,HU,VJ,Gender-Neutral,15817,93.708846,1,SPPU
MIT Alandi,ENTC,HU,OPEN,Gender-Neutral,22867,90.6949618,1,SPPU
MIT Alandi,ENTC,HU,OBC,Gender-Neutral,25457,89.690179,1,SPPU
MIT Alandi,ENTC,HU,SC,Gender-Neutral,37042,84.5084815,1,SPPU
MIT Alandi,ENTC,HU,ST,Gender-Neutral,129758,20.3198986,1,SPPU
MIT Alandi,ENTC,HU,NT1,Gender-Neutral,27886,88.6173431,1,SPPU
MIT Alandi,ENTC,HU,NT2,Gender-Neutral,23801,90.2917336,1,SPPU
MIT Alandi,ENTC,HU,NT3,Gender-Neutral,23588,90.4575998,1,SPPU
MIT Alandi,ENTC,HU,VJ,Gender-Neutral,39370,83.4300164,1,SPPU
MIT Alandi,Electronics,HU,OPEN,Gender-Neutral,33246,86.2561357,1,SPPU
MIT Alandi,Electronics,HU,OBC,Gender-Neutral,41352,82.4643661,1,SPPU
MIT Alandi,Electronics,HU,SC,Gender-Neutral,45226,81.0090469,1,SPPU
MIT Alandi,Electronics,HU,ST,Gender-Neutral,119865,30.9520229,1,SPPU
MIT Alandi,Electronics,HU,NT1,Gender-Neutral,61915,73.0265619,1,SPPU
MIT Alandi,Electronics,HU,NT2,Gender-Neutral,45460,80.9858625,1,SPPU
MIT Alandi,Electronics,HU,NT3,Gender-Neutral,39588,83.4053417,1,SPPU
MIT Alandi,Electronics,HU,VJ,Gender-Neutral,67846,69.597699,1,SPPU
MIT Alandi,Chemical,HU,OPEN,Gender-Neutral,45841,80.7328826,1,SPPU
MIT Alandi,Chemical,HU,OBC,Gender-Neutral,52081,77.9969992,1,SPPU
MIT Alandi,Chemical,HU,SC,Gender-Neutral,69120,69.0354573,1,SPPU
MIT Alandi,Chemical,HU,ST,Gender-Neutral,119029,32.3095051,1,SPPU
MIT Alandi,Chemical,HU,NT1,Gender-Neutral,77605,64.0952985,1,SPPU
MIT Alandi,Chemical,HU,NT2,Gender-Neutral,49873,78.5775598,1,SPPU
MIT Alandi,Chemical,HU,NT3,Gender-Neutral,87597,58.0840122,1,SPPU
MIT Alandi,Chemical,HU,VJ,Gender-Neutral,55275,76.2843676,1,SPPU
MIT Alandi,Mechanical,HU,OPEN,Gender-Neutral,50251,78.4161664,1,SPPU
MIT Alandi,Mechanical,HU,OBC,Gender-Neutral,61242,73.2522683,1,SPPU
MIT Alandi,Mechanical,HU,SC,Gender-Neutral,63218,71.9809302,1,SPPU
MIT Alandi,Mechanical,HU,ST,Gender-Neutral,116471,34.1818319,1,SPPU
MIT Alandi,Mechanical,HU,NT1,Gender-Neutral,63229,71.9809302,1,SPPU
MIT Alandi,Mechanical,HU,NT2,Gender-Neutral,63319,71.8303504,1,SPPU
MIT Alandi,Mechanical,HU,NT3,Gender-Neutral,72998,66.8171727,1,SPPU
MIT Alandi,Mechanical,HU,VJ,Gender-Neutral,70844,67.9544349,1,SPPU
MIT Alandi,Computer Engineering (Software Engineering),HU,OPEN,Gender-Neutral,11790,95.3905345,1,SPPU
MIT Alandi,Computer Engineering (Software Engineering),HU,OBC,Gender-Neutral,12435,95.1253222,1,SPPU
MIT Alandi,Computer Engineering (Software Engineering),HU,SC,Gender-Neutral,21949,91.1342735,1,SPPU
MIT Alandi,Computer Engineering (Software Engineering),HU,ST,Gender-Neutral,70512,68.3823818,1,SPPU
MIT Alandi,Computer Engineering (Software Engineering),HU,NT1,Gender-Neutral,30903,87.2543136,1,SPPU
MIT Alandi,Computer Engineering (Software Engineering),HU,NT2,Gender-Neutral,16442,93.4566198,1,SPPU
MIT Alandi,Computer Engineering (Software Engineering),HU,NT3,Gender-Neutral,16866,93.2464234,1,SPPU
MIT Alandi,Computer Engineering (Software Engineering),HU,VJ,Gender-Neutral,20490,91.7414317,1,SPPU
Dy Patil Akurdi,CS,HU,OPEN,Gender-Neutral,6936,97.3366305,1,SPPU
Dy Patil Akurdi,CS,HU,OBC,Gender-Neutral,7795,97.0060773,1,SPPU
Dy Patil Akurdi,CS,HU,SC,Gender-Neutral,19742,92.1155289,1,SPPU
Dy Patil Akurdi,CS,HU,ST,Gender-Neutral,58649,74.4658288,1,SPPU
Dy Patil Akurdi,CS,HU,NT1,Gender-Neutral,9571,96.2787373,1,SPPU
Dy Patil Akurdi,CS,HU,NT2,Gender-Neutral,7329,97.1775847,1,SPPU
Dy Patil Akurdi,CS,HU,NT3,Gender-Neutral,18252,92.6748971,1,SPPU
Dy Patil Akurdi,CS,HU,VJ,Gender-Neutral,18220,92.6748971,1,SPPU
Dy Patil Akurdi,Civil,HU,OPEN,Gender-Neutral,90482,55.7163295,1,SPPU
Dy Patil Akurdi,Civil,HU,OBC,Gender-Neutral,124191,26.2033481,1,SPPU
Dy Patil Akurdi,Civil,HU,SC,Gender-Neutral,111848,39.0377062,1,SPPU
Dy Patil Akurdi,Civil,HU,ST,Gender-Neutral,140424,5.0725526,1,SPPU
Dy Patil Akurdi,Civil,HU,NT1,Gender-Neutral,107882,42.5530244,1,SPPU
Dy Patil Akurdi,Civil,HU,NT2,Gender-Neutral,113410,37.6936381,1,SPPU
Dy Patil Akurdi,Civil,HU,NT3,Gender-Neutral,100298,48.9725355,1,SPPU
Dy Patil Akurdi,Civil,HU,VJ,Gender-Neutral,139414,6.6691673,1,SPPU
Dy Patil Akurdi,Robotics and Automation,HU,OPEN,Gender-Neutral,33577,86.1075077,1,SPPU
Dy Patil Akurdi,Robotics and Automation,HU,OBC,Gender-Neutral,43408,81.855593,1,SPPU
Dy Patil Akurdi,Robotics and Automation,HU,SC,Gender-Neutral,87478,58.0840122,1,SPPU
Dy Patil Akurdi,Robotics and Automation,HU,ST,Gender-Neutral,90958,55.2985075,1,SPPU
Dy Patil Akurdi,Robotics and Automation,HU,NT1,Gender-Neutral,47889,79.7807688,1,SPPU
Dy Patil Akurdi,Robotics and Automation,HU,NT2,Gender-Neutral,44476,81.1192722,1,SPPU
Dy Patil Akurdi,Robotics and Automation,HU,NT3,Gender-Neutral,41072,82.869523,1,SPPU
Dy Patil Akurdi,Robotics and Automation,HU,VJ,Gender-Neutral,119237,32.3095051,1,SPPU
Dy Patil Akurdi,IT,HU,OPEN,Gender-Neutral,10026,96.0680883,1,SPPU
Dy Patil Akurdi,IT,HU,OBC,Gender-Neutral,12074,95.2749719,1,SPPU
Dy Patil Akurdi,IT,HU,SC,Gender-Neutral,27578,88.7549097,1,SPPU
Dy Patil Akurdi,IT,HU,ST,Gender-Neutral,90020,55.8997381,1,SPPU
Dy Patil Akurdi,IT,HU,NT1,Gender-Neutral,15914,93.641901,1,SPPU
Dy Patil Akurdi,IT,HU,NT2,Gender-Neutral,14552,94.2498036,1,SPPU
Dy Patil Akurdi,IT,HU,NT3,Gender-Neutral,11888,95.3636399,1,SPPU
Dy Patil Akurdi,IT,HU,VJ,Gender-Neutral,21322,91.3483231,1,SPPU
Dy Patil Akurdi,ENTC,HU,OPEN,Gender-Neutral,20998,91.4895289,1,SPPU
Dy Patil Akurdi,ENTC,HU,OBC,Gender-Neutral,24036,90.1978271,1,SPPU
Dy Patil Akurdi,ENTC,HU,SC,Gender-Neutral,55287,76.2843676,1,SPPU
Dy Patil Akurdi,ENTC,HU,ST,Gender-Neutral,128170,21.9114832,1,SPPU
Dy Patil Akurdi,ENTC,HU,NT1,Gender-Neutral,42024,82.3107244,1,SPPU
Dy Patil Akurdi,ENTC,HU,NT2,Gender-Neutral,25039,89.8061335,1,SPPU
Dy Patil Akurdi,ENTC,HU,NT3,Gender-Neutral,37635,84.3950599,1,SPPU
Dy Patil Akurdi,ENTC,HU,VJ,Gender-Neutral,48243,79.5863208,1,SPPU
Dy Patil Akurdi,Instrumentation Engineering,HU,OPEN,Gender-Neutral,84716,59.6839864,1,SPPU
Dy Patil Akurdi,Instrumentation Engineering,HU,OBC,Gender-Neutral,90831,55.4490884,1,SPPU
Dy Patil Akurdi,Instrumentation Engineering,HU,SC,Gender-Neutral,70729,67.9544349,1,SPPU
Dy Patil Akurdi,Instrumentation Engineering,HU,ST,Gender-Neutral,68322,69.3042857,1,SPPU
Dy Patil Akurdi,Instrumentation Engineering,HU,NT1,Gender-Neutral,98119,49.6513702,1,SPPU
Dy Patil Akurdi,Instrumentation Engineering,HU,NT2,Gender-Neutral,116175,35.1345873,1,SPPU
Dy Patil Akurdi,Instrumentation Engineering,HU,NT3,Gender-Neutral,100395,48.9725355,1,SPPU
Dy Patil Akurdi,Instrumentation Engineering,HU,VJ,Gender-Neutral,119930,30.9520229,1,SPPU
Dy Patil Akurdi,Mechanical,HU,OPEN,Gender-Neutral,44526,81.1192722,1,SPPU
Dy Patil Akurdi,Mechanical,HU,OBC,Gender-Neutral,57333,75.1476841,1,SPPU
Dy Patil Akurdi,Mechanical,HU,SC,Gender-Neutral,78565,63.6508999,1,SPPU
Dy Patil Akurdi,Mechanical,HU,ST,Gender-Neutral,106921,43.1162283,1,SPPU
Dy Patil Akurdi,Mechanical,HU,NT1,Gender-Neutral,76831,64.4512569,1,SPPU
Dy Patil Akurdi,Mechanical,HU,NT2,Gender-Neutral,57687,75.1338688,1,SPPU
Dy Patil Akurdi,Mechanical,HU,NT3,Gender-Neutral,56214,75.3496766,1,SPPU
Dy Patil Akurdi,Mechanical,HU,VJ,Gender-Neutral,69926,68.401414,1,SPPU
Dy Patil Akurdi,AIDS,HU,OPEN,Gender-Neutral,13114,94.8416105,1,SPPU
Dy Patil Akurdi,AIDS,HU,OBC,Gender-Neutral,14590,94.2244022,1,SPPU
Dy Patil Akurdi,AIDS,HU,SC,Gender-Neutral,38187,84.2081516,1,SPPU
Dy Patil Akurdi,AIDS,HU,ST,Gender-Neutral,109963,39.9699925,1,SPPU
Dy Patil Akurdi,AIDS,HU,NT1,Gender-Neutral,26750,89.0822549,1,SPPU
Dy Patil Akurdi,AIDS,HU,NT2,Gender-Neutral,16015,93.6017282,1,SPPU
Dy Patil Akurdi,AIDS,HU,NT3,Gender-Neutral,14344,94.3626357,1,SPPU
Dy Patil Akurdi,AIDS,HU,VJ,Gender-Neutral,38765,83.878077,1,SPPU
DY PATIL Pimpri,Civil,HU,OPEN,Gender-Neutral,120026,30.9520229,1,SPPU
DY PATIL Pimpri,Civil,HU,OBC,Gender-Neutral,140334,5.2332748,1,SPPU
DY PATIL Pimpri,Civil,HU,SC,Gender-Neutral,143011,0.5107854,1,SPPU
DY PATIL Pimpri,Civil,HU,ST,Gender-Neutral,114055,36.5842646,1,SPPU
DY PATIL Pimpri,Civil,HU,NT1,Gender-Neutral,80516,61.6881259,1,SPPU
DY PATIL Pimpri,Civil,HU,NT2,Gender-Neutral,137784,9.283282,1,SPPU
DY PATIL Pimpri,Civil,HU,NT3,Gender-Neutral,85244,58.8704519,1,SPPU
DY PATIL Pimpri,Civil,HU,VJ,Gender-Neutral,80717,61.6881259,1,SPPU
DY PATIL Pimpri,CS,HU,OPEN,Gender-Neutral,12234,95.2175544,1,SPPU
DY PATIL Pimpri,CS,HU,OBC,Gender-Neutral,12938,94.8869552,1,SPPU
DY PATIL Pimpri,CS,HU,SC,Gender-Neutral,32089,86.8453057,1,SPPU
DY PATIL Pimpri,CS,HU,ST,Gender-Neutral,95689,52.2466614,1,SPPU
DY PATIL Pimpri,CS,HU,NT1,Gender-Neutral,23096,90.6251228,1,SPPU
DY PATIL Pimpri,CS,HU,NT2,Gender-Neutral,14503,94.2498036,1,SPPU
DY PATIL Pimpri,CS,HU,NT3,Gender-Neutral,12839,94.9011991,1,SPPU
DY PATIL Pimpri,CS,HU,VJ,Gender-Neutral,19893,92.0788066,1,SPPU
DY PATIL Pimpri,IT,HU,OPEN,Gender-Neutral,12975,94.8764292,1,SPPU
DY PATIL Pimpri,IT,HU,OBC,Gender-Neutral,13933,94.520817,1,SPPU
DY PATIL Pimpri,IT,HU,SC,Gender-Neutral,32840,86.3770498,1,SPPU
DY PATIL Pimpri,IT,HU,ST,Gender-Neutral,74983,65.4207881,1,SPPU
DY PATIL Pimpri,IT,HU,NT1,Gender-Neutral,26126,89.3951296,1,SPPU
DY PATIL Pimpri,IT,HU,NT2,Gender-Neutral,11924,95.330155,1,SPPU
DY PATIL Pimpri,IT,HU,NT3,Gender-Neutral,13474,94.6808113,1,SPPU
DY PATIL Pimpri,IT,HU,VJ,Gender-Neutral,28295,88.2852988,1,SPPU
DY PATIL Pimpri,Electrical,HU,OPEN,Gender-Neutral,57499,75.1476841,1,SPPU
DY PATIL Pimpri,Electrical,HU,OBC,Gender-Neutral,68060,69.597699,1,SPPU
DY PATIL Pimpri,Electrical,HU,SC,Gender-Neutral,95255,52.5521047,1,SPPU
DY PATIL Pimpri,Electrical,HU,ST,Gender-Neutral,107652,42.5955447,1,SPPU
DY PATIL Pimpri,Electrical,HU,NT1,Gender-Neutral,118392,32.6609746,1,SPPU
DY PATIL Pimpri,Electrical,HU,NT2,Gender-Neutral,65135,71.2687819,1,SPPU
DY PATIL Pimpri,Electrical,HU,NT3,Gender-Neutral,87533,58.0840122,1,SPPU
DY PATIL Pimpri,Electrical,HU,VJ,Gender-Neutral,91549,55.2709127,1,SPPU
DY PATIL Pimpri,ENTC,HU,OPEN,Gender-Neutral,26189,89.3951296,1,SPPU
DY PATIL Pimpri,ENTC,HU,OBC,Gender-Neutral,28971,88.0989788,1,SPPU
DY PATIL Pimpri,ENTC,HU,SC,Gender-Neutral,68441,69.3042857,1,SPPU
DY PATIL Pimpri,ENTC,HU,ST,Gender-Neutral,74237,66.0524144,1,SPPU
DY PATIL Pimpri,ENTC,HU,NT1,Gender-Neutral,42811,82.1650299,1,SPPU
DY PATIL Pimpri,ENTC,HU,NT2,Gender-Neutral,29617,87.9332333,1,SPPU
DY PATIL Pimpri,ENTC,HU,NT3,Gender-Neutral,38333,84.2006246,1,SPPU
DY PATIL Pimpri,ENTC,HU,VJ,Gender-Neutral,62233,72.6119403,1,SPPU
DY PATIL Pimpri,Mechanical,HU,OPEN,Gender-Neutral,67830,69.6572694,1,SPPU
DY PATIL Pimpri,Mechanical,HU,OBC,Gender-Neutral,75716,65.107535,1,SPPU
DY PATIL Pimpri,Mechanical,HU,SC,Gender-Neutral,130821,18.8110994,1,SPPU
DY PATIL Pimpri,Mechanical,HU,ST,Gender-Neutral,129114,20.9352787,1,SPPU
DY PATIL Pimpri,Mechanical,HU,NT1,Gender-Neutral,90193,55.8997381,1,SPPU
DY PATIL Pimpri,Mechanical,HU,NT2,Gender-Neutral,75880,65.0367935,1,SPPU
DY PATIL Pimpri,Mechanical,HU,NT3,Gender-Neutral,88859,56.7366842,1,SPPU
DY PATIL Pimpri,Mechanical,HU,VJ,Gender-Neutral,106546,43.224841,1,SPPU
DY PATIL Pimpri,Automation and Robotics,HU,OPEN,Gender-Neutral,38772,83.878077,1,SPPU
DY PATIL Pimpri,Automation and Robotics,HU,OBC,Gender-Neutral,53859,76.839044,1,SPPU
DY PATIL Pimpri,Automation and Robotics,HU,SC,Gender-Neutral,85900,58.7124464,1,SPPU
DY PATIL Pimpri,Automation and Robotics,HU,ST,Gender-Neutral,87030,58.1195238,1,SPPU
DY PATIL Pimpri,Automation and Robotics,HU,NT1,Gender-Neutral,48649,79.4628516,1,SPPU
DY PATIL Pimpri,Automation and Robotics,HU,NT2,Gender-Neutral,54572,76.6367377,1,SPPU
DY PATIL Pimpri,Automation and Robotics,HU,NT3,Gender-Neutral,99740,49.2213366,1,SPPU
DY PATIL Pimpri,Automation and Robotics,HU,VJ,Gender-Neutral,56685,75.340282,1,SPPU
DYPIEMR Akurdi,Civil,HU,OPEN,Gender-Neutral,101914,47.3478734,1,SPPU
DYPIEMR Akurdi,Civil,HU,OBC,Gender-Neutral,130151,19.9324831,1,SPPU
DYPIEMR Akurdi,Civil,HU,SC,Gender-Neutral,137630,9.4916141,1,SPPU
DYPIEMR Akurdi,Civil,HU,ST,Gender-Neutral,136739,11.119036,1,SPPU
DYPIEMR Akurdi,Civil,HU,NT1,Gender-Neutral,111258,39.4392454,1,SPPU
DYPIEMR Akurdi,Civil,HU,NT2,Gender-Neutral,111982,38.992574,1,SPPU
DYPIEMR Akurdi,Civil,HU,NT3,Gender-Neutral,118686,32.3660798,1,SPPU
DYPIEMR Akurdi,Civil,HU,VJ,Gender-Neutral,127060,23.2280676,1,SPPU
DYPIEMR Akurdi,CS,HU,OPEN,Gender-Neutral,13014,94.8759338,1,SPPU
DYPIEMR Akurdi,CS,HU,OBC,Gender-Neutral,14227,94.3894513,1,SPPU
DYPIEMR Akurdi,CS,HU,SC,Gender-Neutral,30177,87.6216398,1,SPPU
DYPIEMR Akurdi,CS,HU,ST,Gender-Neutral,98137,49.6513702,1,SPPU
DYPIEMR Akurdi,CS,HU,NT1,Gender-Neutral,15544,93.8260094,1,SPPU
DYPIEMR Akurdi,CS,HU,NT2,Gender-Neutral,14006,94.4089337,1,SPPU
DYPIEMR Akurdi,CS,HU,NT3,Gender-Neutral,16420,93.4566198,1,SPPU
DYPIEMR Akurdi,CS,HU,VJ,Gender-Neutral,21084,91.4590348,1,SPPU
DYPIEMR Akurdi,ENTC,HU,OPEN,Gender-Neutral,23503,90.4938272,1,SPPU
DYPIEMR Akurdi,ENTC,HU,OBC,Gender-Neutral,25540,89.5398277,1,SPPU
DYPIEMR Akurdi,ENTC,HU,SC,Gender-Neutral,60857,73.2701208,1,SPPU
DYPIEMR Akurdi,ENTC,HU,ST,Gender-Neutral,109615,40.6521983,1,SPPU
DYPIEMR Akurdi,ENTC,HU,NT1,Gender-Neutral,27304,88.8028432,1,SPPU
DYPIEMR Akurdi,ENTC,HU,NT2,Gender-Neutral,30172,87.6216398,1,SPPU
DYPIEMR Akurdi,ENTC,HU,NT3,Gender-Neutral,25898,89.4065093,1,SPPU
DYPIEMR Akurdi,ENTC,HU,VJ,Gender-Neutral,61427,73.1851907,1,SPPU
DYPIEMR Akurdi,Chemical,HU,OPEN,Gender-Neutral,78970,63.3857031,1,SPPU
DYPIEMR Akurdi,Chemical,HU,OBC,Gender-Neutral,99810,49.2213366,1,SPPU
DYPIEMR Akurdi,Chemical,HU,SC,Gender-Neutral,116515,34.1818319,1,SPPU
DYPIEMR Akurdi,Chemical,HU,ST,Gender-Neutral,58895,74.1935484,1,SPPU
DYPIEMR Akurdi,Chemical,HU,NT1,Gender-Neutral,143096,0.3188297,1,SPPU
DYPIEMR Akurdi,Chemical,HU,NT2,Gender-Neutral,101644,47.3478734,1,SPPU
DYPIEMR Akurdi,Chemical,HU,NT3,Gender-Neutral,91661,54.6979992,1,SPPU
DYPIEMR Akurdi,Chemical,HU,VJ,Gender-Neutral,104914,44.6898706,1,SPPU
DYPIEMR Akurdi,Mechanical,HU,OPEN,Gender-Neutral,72644,66.9527897,1,SPPU
DYPIEMR Akurdi,Mechanical,HU,OBC,Gender-Neutral,81025,61.6397637,1,SPPU
DYPIEMR Akurdi,Mechanical,HU,SC,Gender-Neutral,122571,28.3793174,1,SPPU
DYPIEMR Akurdi,Mechanical,HU,ST,Gender-Neutral,123318,27.3241113,1,SPPU
DYPIEMR Akurdi,Mechanical,HU,NT1,Gender-Neutral,97865,50.2663166,1,SPPU
DYPIEMR Akurdi,Mechanical,HU,NT2,Gender-Neutral,82250,61.2935921,1,SPPU
DYPIEMR Akurdi,Mechanical,HU,NT3,Gender-Neutral,83188,60.750409,1,SPPU
DYPIEMR Akurdi,Mechanical,HU,VJ,Gender-Neutral,106218,43.5071268,1,SPPU
DYPIEMR Akurdi,AIDS,HU,OPEN,Gender-Neutral,17104,93.1853888,1,SPPU
DYPIEMR Akurdi,AIDS,HU,OBC,Gender-Neutral,19475,92.158114,1,SPPU
DYPIEMR Akurdi,AIDS,HU,SC,Gender-Neutral,43718,81.5104589,1,SPPU
DYPIEMR Akurdi,AIDS,HU,ST,Gender-Neutral,123299,27.3241113,1,SPPU
DYPIEMR Akurdi,AIDS,HU,NT1,Gender-Neutral,40674,83.1704016,1,SPPU
DYPIEMR Akurdi,AIDS,HU,NT2,Gender-Neutral,18294,92.6711629,1,SPPU
DYPIEMR Akurdi,AIDS,HU,NT3,Gender-Neutral,26059,89.3970979,1,SPPU
DYPIEMR Akurdi,AIDS,HU,VJ,Gender-Neutral,54590,76.6367377,1,SPPU
Bharati Vidyapeeth Women,CS,HU,OPEN,Gender-Neutral,16907,93.2464234,1,SPPU
Bharati Vidyapeeth Women,CS,HU,OBC,Gender-Neutral,18357,92.6604063,1,SPPU
Bharati Vidyapeeth Women,CS,HU,SC,Gender-Neutral,40771,83.1704016,1,SPPU
Bharati Vidyapeeth Women,CS,HU,ST,Gender-Neutral,137263,10.581304,1,SPPU
Bharati Vidyapeeth Women,CS,HU,NT1,Gender-Neutral,27486,88.7938441,1,SPPU
Bharati Vidyapeeth Women,CS,HU,NT2,Gender-Neutral,24218,90.1789743,1,SPPU
Bharati Vidyapeeth Women,CS,HU,NT3,Gender-Neutral,30857,87.2543136,1,SPPU
Bharati Vidyapeeth Women,CS,HU,VJ,Gender-Neutral,39410,83.4300164,1,SPPU
Bharati Vidyapeeth Women,IT,HU,OPEN,Gender-Neutral,20285,91.765679,1,SPPU
Bharati Vidyapeeth Women,IT,HU,OBC,Gender-Neutral,22433,90.9043132,1,SPPU
Bharati Vidyapeeth Women,IT,HU,SC,Gender-Neutral,48519,79.520817,1,SPPU
Bharati Vidyapeeth Women,IT,HU,ST,Gender-Neutral,36810,84.5158411,1,SPPU
Bharati Vidyapeeth Women,IT,HU,NT1,Gender-Neutral,55412,76.0463981,1,SPPU
Bharati Vidyapeeth Women,IT,HU,NT2,Gender-Neutral,20226,91.7707151,1,SPPU
Bharati Vidyapeeth Women,IT,HU,NT3,Gender-Neutral,20226,91.7707151,1,SPPU
Bharati Vidyapeeth Women,IT,HU,VJ,Gender-Neutral,53245,76.9213416,1,SPPU
Bharati Vidyapeeth Women,ENTC,HU,OPEN,Gender-Neutral,43427,81.8534982,1,SPPU
Bharati Vidyapeeth Women,ENTC,HU,OBC,Gender-Neutral,52753,77.4193548,1,SPPU
Bharati Vidyapeeth Women,ENTC,HU,SC,Gender-Neutral,133045,15.931529,1,SPPU
Bharati Vidyapeeth Women,ENTC,HU,ST,Gender-Neutral,59068,74.1356658,1,SPPU
Bharati Vidyapeeth Women,ENTC,HU,NT1,Gender-Neutral,76647,64.4512569,1,SPPU
Bharati Vidyapeeth Women,ENTC,HU,NT2,Gender-Neutral,57574,75.1476841,1,SPPU
Bharati Vidyapeeth Women,ENTC,HU,NT3,Gender-Neutral,59902,73.642653,1,SPPU
Bharati Vidyapeeth Women,ENTC,HU,VJ,Gender-Neutral,77760,63.973064,1,SPPU
Rajarshi Shahu college of Eng,Civil,HU,OPEN,Gender-Neutral,91065,55.2985075,1,SPPU
Rajarshi Shahu college of Eng,Civil,HU,OBC,Gender-Neutral,129006,20.9352787,1,SPPU
Rajarshi Shahu college of Eng,Civil,HU,SC,Gender-Neutral,138251,8.8688138,1,SPPU
Rajarshi Shahu college of Eng,Civil,HU,ST,Gender-Neutral,135671,12.6949825,1,SPPU
Rajarshi Shahu college of Eng,Civil,HU,NT1,Gender-Neutral,114701,36.1619626,1,SPPU
Rajarshi Shahu college of Eng,Civil,HU,NT2,Gender-Neutral,110376,39.9251777,1,SPPU
Rajarshi Shahu college of Eng,Civil,HU,NT3,Gender-Neutral,106368,43.5071268,1,SPPU
Rajarshi Shahu college of Eng,Civil,HU,VJ,Gender-Neutral,102258,46.8567142,1,SPPU
Rajarshi Shahu college of Eng,CS,HU,OPEN,Gender-Neutral,8103,96.8735271,1,SPPU
Rajarshi Shahu college of Eng,CS,HU,OBC,Gender-Neutral,8816,96.5922225,1,SPPU
Rajarshi Shahu college of Eng,CS,HU,SC,Gender-Neutral,19239,92.2256284,1,SPPU
Rajarshi Shahu college of Eng,CS,HU,ST,Gender-Neutral,64506,71.3590844,1,SPPU
Rajarshi Shahu college of Eng,CS,HU,NT1,Gender-Neutral,13658,94.616159,1,SPPU
Rajarshi Shahu college of Eng,CS,HU,NT2,Gender-Neutral,9767,96.207802,1,SPPU
Rajarshi Shahu college of Eng,CS,HU,NT3,Gender-Neutral,8768,96.5951359,1,SPPU
Rajarshi Shahu college of Eng,CS,HU,VJ,Gender-Neutral,11225,95.654289,1,SPPU
Rajarshi Shahu college of Eng,IT,HU,OPEN,Gender-Neutral,10777,95.7761974,1,SPPU
Rajarshi Shahu college of Eng,IT,HU,OBC,Gender-Neutral,11832,95.3703704,1,SPPU
Rajarshi Shahu college of Eng,IT,HU,SC,Gender-Neutral,22562,90.8627157,1,SPPU
Rajarshi Shahu college of Eng,IT,HU,ST,Gender-Neutral,88923,56.7366842,1,SPPU
Rajarshi Shahu college of Eng,IT,HU,NT1,Gender-Neutral,19453,92.158114,1,SPPU
Rajarshi Shahu college of Eng,IT,HU,NT2,Gender-Neutral,13176,94.8375696,1,SPPU
Rajarshi Shahu college of Eng,IT,HU,NT3,Gender-Neutral,11089,95.660165,1,SPPU
Rajarshi Shahu college of Eng,IT,HU,VJ,Gender-Neutral,18528,92.5560269,1,SPPU
Rajarshi Shahu college of Eng,Computer Science and Business Systems,HU,OPEN,Gender-Neutral,12619,95.0628437,1,SPPU
Rajarshi Shahu college of Eng,Computer Science and Business Systems,HU,OBC,Gender-Neutral,13682,94.616159,1,SPPU
Rajarshi Shahu college of Eng,Computer Science and Business Systems,HU,SC,Gender-Neutral,24979,89.9583318,1,SPPU
Rajarshi Shahu college of Eng,Computer Science and Business Systems,HU,ST,Gender-Neutral,98533,49.6143282,1,SPPU
Rajarshi Shahu college of Eng,Computer Science and Business Systems,HU,NT1,Gender-Neutral,30086,87.6216398,1,SPPU
Rajarshi Shahu college of Eng,Computer Science and Business Systems,HU,NT2,Gender-Neutral,22079,91.0376802,1,SPPU
Rajarshi Shahu college of Eng,Computer Science and Business Systems,HU,NT3,Gender-Neutral,21802,91.2254517,1,SPPU
Rajarshi Shahu college of Eng,Computer Science and Business Systems,HU,VJ,Gender-Neutral,25138,89.7275823,1,SPPU
Rajarshi Shahu college of Eng,Electrical,HU,OPEN,Gender-Neutral,48039,79.7413145,1,SPPU
Rajarshi Shahu college of Eng,Electrical,HU,OBC,Gender-Neutral,56038,75.867353,1,SPPU
Rajarshi Shahu college of Eng,Electrical,HU,SC,Gender-Neutral,70315,68.3823818,1,SPPU
Rajarshi Shahu college of Eng,Electrical,HU,ST,Gender-Neutral,57575,75.1476841,1,SPPU
Rajarshi Shahu college of Eng,Electrical,HU,NT1,Gender-Neutral,61681,73.1851907,1,SPPU
Rajarshi Shahu college of Eng,Electrical,HU,NT2,Gender-Neutral,52926,77.0079706,1,SPPU
Rajarshi Shahu college of Eng,Electrical,HU,NT3,Gender-Neutral,82886,60.8798115,1,SPPU
Rajarshi Shahu college of Eng,Electrical,HU,VJ,Gender-Neutral,127139,23.2280676,1,SPPU
